X,Y,ObjectId,AQSID,CountryCode,DataSource,EPARegion,Elevation,GMTOffset,Latitude,LocalTimeString,Longitude,OZONE,OZONEPM_AQI,OZONEPM_AQI_LABEL,OZONEPM_AQI_SORT,OZONE_AQI,OZONE_AQI_LABEL,OZONE_AQI_SORT,OZONE_Measured,OZONE_Unit,PM10,PM10_AQI,PM10_AQI_LABEL,PM10_AQI_SORT,PM10_Measured,PM10_Unit,PM25,PM25_AQI,PM25_AQI_LABEL,PM25_AQI_SORT,PM25_Measured,PM25_Unit,PM_AQI,PM_AQI_LABEL,PM_AQI_SORT,ReportingArea_PipeDelimited,SiteName,StateName,Status
4098783.651,-142500.802,10317792,NRB000043,,Nairobi EPA,,0,3,-1.28,Wed 11/11/2020 02:00 AM EAT,36.82,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Spare Unit,,Active
4104695.8292,-145977.085299999,10317793,NRB000042,,Nairobi EPA,,0,3,-1.31122,Wed 11/11/2020 02:00 AM EAT,36.87311,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Viwandani,,Active
-10740320.8768,3654702.0733,10317794,483951076,US,Texas Commission on Environmental Quality,R6,136.9,-6,31.168889,Tue 11/10/2020 05:00 PM CST,-96.481944,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Franklin Oak Grove,TX,Active
4102850.152,-139506.800700001,10317795,NRB000045,,Nairobi EPA,,0,3,-1.253111,Wed 11/11/2020 02:00 AM EAT,36.85653,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,,St Scholastica Catholic School,,Active
15684232.3058,4446704.5751,10317796,007204510,,Japan Ministry of Environment,,0,9,37.054489,Wed 11/11/2020 08:00 AM JST,140.893856,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 007204510,,Active
-11749249.0516,4906393.9196,10317797,080699991,US,EPA Office of Atmospheric Programs,R3,2744.7,-7,40.2778,Tue 11/10/2020 04:00 PM MST,-105.5453,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Rocky Mtn NP Collocated,CO,Active
-13062593.0644,6075009.5679,10317798,530639995,US,Spokane Regional Clean Air Agency,R10,577.4,-8,47.808226,Tue 11/10/2020 03:00 PM PST,-117.34327,,27,27,27,,ND,-999,0,,,,ND,-999,0,,7.6,27,27,27,1,UG/M3,27,27,27,Spokane,Colbert-Greenbluff,WA,Active
-13053062.1123,6051131.2194,10317799,530639997,US,Washington Department of Ecology,R10,611.2,-8,47.663963,Tue 11/10/2020 03:00 PM PST,-117.257652,,28,28,28,,ND,-999,0,,,,ND,-999,0,,7,28,28,28,1,UG/M3,28,28,28,Spokane,Spokane-E Broadway Ave (US),WA,Active
-13033787.2537,6050570.0762,10317800,530639996,US,Washington Department of Ecology,R10,650.3,-8,47.660568,Tue 11/10/2020 03:00 PM PST,-117.084503,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Spokane,Liberty Lake-E Valeyway (US),WA,Inactive
14806868.2957,4228668.8291,10317801,032201060,,Japan Ministry of Environment,,0,9,35.475353,Wed 11/11/2020 08:00 AM JST,133.012361,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 032201060,,Active
-9047695.6628,3438043.7113,10317802,120350004,US,Florida Dept. of Environmental Protection,R4,0,-5,29.489082,Tue 11/10/2020 06:00 PM EST,-81.276833,21,20,20,20,20,20,20,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Daytona Beach,Flagler County,FL,Active
-8543416.2545,4775052.1044,10317803,240050009,US,Maryland Department of the Environment,R3,132.7,-5,39.371679,Tue 11/10/2020 06:00 PM EST,-76.746814,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Baltimore County Near Road,MD,Active
-8255108.1242,4958168.1934,10317804,360850114,US,New York Dept. of Environmental Conservation,R2,0,-5,40.631699,Tue 11/10/2020 06:00 PM EST,-74.156898,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,New York City Region,Staten Island,NY,Inactive
-13336897.5368,4688154.6106,10317805,MMGBU1001,US,Great Basin Unified Air Pollution Control District,R9,0,-8,38.765624,Tue 11/10/2020 03:00 PM PST,-119.807389,,0,0,0,,ND,-999,0,,,,ND,-999,0,,-5,0,0,0,1,UG/M3,0,0,0,North Mono County,GBUAPCD EBAM @ Woodfords,MM,Active
15109634.9355,4155490.8277,10317806,026109020,,Japan Ministry of Environment,,0,9,34.938236,Wed 11/11/2020 08:00 AM JST,135.73216,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 026109020,,Active
-8259839.4252,4950617.0675,10317807,360850111,US,New York Dept. of Environmental Conservation,R2,0,-5,40.5802,Tue 11/10/2020 06:00 PM EST,-74.1994,,11,11,11,,ND,-999,1,,,,ND,-999,0,,,11,11,11,1,,11,11,11,New York City Region,Fresh Kills,NY,Active
-13142140.748,4384743.9988,10317808,MMGBU1000,US,Great Basin Unified Air Pollution Control District,R9,0,-8,36.608988,Tue 11/10/2020 03:00 PM PST,-118.057859,,22,22,22,,ND,-999,0,,,,ND,-999,0,,7,22,22,22,1,UG/M3,22,22,22,,GBUAPCD EBAM @ Lone Pine,MM,Active
-9410768.8575,4742610.0377,10317809,390610048,US,Ohio EPA-DAPC,R5,0,-5,39.146025,Tue 11/10/2020 06:00 PM EST,-84.538375,,1,1,1,,ND,-999,0,,,,ND,-999,0,,0,1,1,1,1,UG/M3,1,1,1,,Cincinnati Near Road,OH,Active
-6503017.4854,-4106585.2455,10317810,032BAA010002,AR,U.S. Department of State Argentina - Buenos Aires,DSAR,0,-3,-34.5773,Tue 11/10/2020 08:00 PM -03,-58.4176,,26,26,26,,ND,-999,0,,,,ND,-999,0,,,26,26,26,1,,26,26,26,Buenos Aires,Buenos Aires,,Active
14912371.6771,4069896.6765,10317811,037201080,,Japan Ministry of Environment,,0,9,34.305495,Wed 11/11/2020 08:00 AM JST,133.960114,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 037201080,,Active
-11833941.6995,4994981.3927,10317812,080570003,US,National Park Service,USEPA,2418.3,-7,40.882198,Tue 11/10/2020 04:00 PM MST,-106.306107,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,"Walden, CO",CO,Inactive
-13055271.1362,6164544.1596,10317813,530510007,US,Washington Department of Ecology,R10,630.1,-8,48.3456,Tue 11/10/2020 03:00 PM PST,-117.277496,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Usk-Kalispel Tribe,WA,Inactive
-9406946.7028,4740146.5062,10317814,390610040,US,Ohio EPA-DAPC,R5,0,-5,39.12886,Tue 11/10/2020 06:00 PM EST,-84.50404,31,26,26,26,26,26,26,1,PPB,15.2,15.0,15,15,1,UG/M3,4.6,18,18,18,1,UG/M3,18,18,18,Cincinnati,Taft,OH,Active
-8978908.5665,5026535.3096,10317815,390990013,US,Ohio EPA-DAPC,R5,0,-5,41.096158,Tue 11/10/2020 06:00 PM EST,-80.658908,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Youngstown,Youngstown - Oakhill,OH,Active
-8978859.4746,5026502.8123,10317816,390990014,US,Ohio EPA-DAPC,R5,0,-5,41.095938,Tue 11/10/2020 06:00 PM EST,-80.658467,,20,20,20,,ND,-999,0,,,,ND,-999,0,,6.1,20,20,20,1,UG/M3,20,20,20,Youngstown,Youngstown - Head Start,OH,Active
-9218441.2827,4114518.6825,10317817,840450070006,US,South Carolina DHEC,R4,0,-5,34.635958,Tue 11/10/2020 06:00 PM EST,-82.810667,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Greenville-Spartanburg,Garrison Arena,SC,Inactive
-13079147.6085,4042255.245,10317818,060712002,US,South Coast AQMD,R9,116.8,-8,34.100132,Tue 11/10/2020 03:00 PM PST,-117.491982,38,31,31,31,31,31,31,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,San Bernardino Co. Metro|C San Bernardino,Fontana - Arrow Highway,CA,Active
-9176336.8004,4637542.4519,10317819,840540110007,US,West Virginia Division of Air Quality - Wheeling,R3,0,-5,38.410242,Tue 11/10/2020 06:00 PM EST,-82.432436,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Huntington,HUNTINGTON,WV,Inactive
-13150248.1465,4119069.7726,10317820,060379033,US,Mojave Desert AQMD,R9,719.5,-8,34.669589,Tue 11/10/2020 03:00 PM PST,-118.130689,,8,8,8,,ND,-999,1,,7.0,8.0,8,8,1,UG/M3,2,8,8,8,1,UG/M3,8,8,8,Mojave Desert|Antelope Vly,Lancaster-Division,CA,Active
14916297.6929,4090726.9086,10317821,037364010,,Japan Ministry of Environment,,0,9,34.459923,Wed 11/11/2020 08:00 AM JST,133.995382,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 037364010,,Active
-13233560.878,4140653.579,10317822,060379034,US,California Air Resources Board,R9,0,-8,34.8289,Tue 11/10/2020 03:00 PM PST,-118.8791,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Lebec,CA,Inactive
-12217659.205,5269237.5112,10317823,560350099,US,Wyoming Department of Environmental Quality,R8,2168.2,-7,42.7186,Tue 11/10/2020 04:00 PM MST,-109.7531,31,28,28,28,28,28,28,1,PPB,6.0,6.0,6,6,1,UG/M3,,,ND,-999,0,,6,6,6,Boulder|Upper Green River Basin,Boulder,WY,Active
-8058050.5842,5157325.1428,10317824,090131001,US,Connecticut Dept. of Energy and Environmental Protection,R1,0,-5,41.9756,Tue 11/10/2020 06:00 PM EST,-72.3867,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Stafford,Stafford,CT,Active
-10579959.0278,3425093.654,10317825,481670697,US,Texas Commission on Environmental Quality,R6,6.1,-6,29.38777,Tue 11/10/2020 05:00 PM CST,-95.041389,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Coastal Center C697,TX,Inactive
-12284446.224,5308928.1383,10317826,560350097,US,Wyoming Department of Environmental Quality,R8,2477.8,-7,42.98,Tue 11/10/2020 04:00 PM MST,-110.353058,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,,Wyoming Range,WY,Inactive
-13291981.3467,4171276.3464,10317827,060290008,US,San Joaquin Valley Unified APCD,R9,0,-8,35.0544,Tue 11/10/2020 03:00 PM PST,-119.4039,,33,33,33,33,33,33,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Maricopa - Stanilaus Street,CA,Active
-13230524.6389,4210947.5063,10317828,060290007,US,California Air Resources Board,R9,0,-8,35.345607,Tue 11/10/2020 03:00 PM PST,-118.851825,33,29,29,29,29,29,29,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Edison,CA,Active
15124228.5868,4164584.4281,10317829,025201510,,Japan Ministry of Environment,,0,9,35.005175,Wed 11/11/2020 08:00 AM JST,135.863257,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 025201510,,Active
15112881.4571,4155113.7353,10317830,026109010,,Japan Ministry of Environment,,0,9,34.935459,Wed 11/11/2020 08:00 AM JST,135.761324,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 026109010,,Active
4360717.1883,2456802.7333,10317831,JDA010001,SA,U.S. Department of State Saudi Arabia - Jeddah,DSSA,0,3,21.543486,Wed 11/11/2020 02:00 AM +03,39.172989,,66,66,66,,ND,-999,0,,,,ND,-999,0,,,66,66,66,1,,66,66,66,Jeddah,Jeddah,,Active
15082827.7549,4153302.8648,10317832,027321010,,Japan Ministry of Environment,,0,9,34.922122,Wed 11/11/2020 08:00 AM JST,135.491347,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 027321010,,Active
15586527.5227,4421124.6519,10317833,009210010,,Japan Ministry of Environment,,0,9,36.870882,Wed 11/11/2020 08:00 AM JST,140.016159,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 009210010,,Active
-10811070.6471,3834642.3146,10317834,482511063,US,Texas Commission on Environmental Quality,R6,195.2,-6,32.5418,Tue 11/10/2020 05:00 PM CST,-97.1175,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Mansfield Flying L Lane C1063,TX,Active
-13731088.4253,5226236.3511,10317835,410330114,US,Oregon Dept. of Environmental Quality,R10,280,-8,42.434149,Tue 11/10/2020 03:00 PM PST,-123.348466,,25,25,25,,ND,-999,0,,,,ND,-999,0,,4.5,25,25,25,1,UG/M3,25,25,25,Grants Pass,Grants Pass - Parkside School,OR,Active
15592409.6446,4221702.0628,10317836,012481090,,Japan Ministry of Environment,,0,9,35.424371,Wed 11/11/2020 08:00 AM JST,140.068999,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 012481090,,Active
15586127.8857,4361386.2982,10317837,009209010,,Japan Ministry of Environment,,0,9,36.440372,Wed 11/11/2020 08:00 AM JST,140.012569,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 009209010,,Active
15078469.3742,4120844.9156,10317838,027104010,,Japan Ministry of Environment,,0,9,34.682703,Wed 11/11/2020 08:00 AM JST,135.452195,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 027104010,,Active
15555614.4341,4250727.6859,10317839,013103510,,Japan Ministry of Environment,,0,9,35.636564,Wed 11/11/2020 08:00 AM JST,139.738462,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 013103510,,Active
-13160942.1647,4037725.3094,10317840,060371103,US,South Coast AQMD,R9,30.5,-8,34.066429,Tue 11/10/2020 03:00 PM PST,-118.226755,40,37,37,37,31,31,31,1,PPB,30.0,28.0,28,28,1,UG/M3,9,37,37,37,1,UG/M3,37,37,37,W San Gabriel Vly|Central LA CO,Los Angeles - N. Main Street,CA,Active
-13578595.6397,4470753.1275,10317841,060851001,US,San Francisco Bay Area AQMD,R9,35.4,-8,37.2267,Tue 11/10/2020 03:00 PM PST,-121.9786,31,29,29,29,29,29,29,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Los Gatos,CA,Active
-10823349.187,3713166.405,10317842,483095010,US,Texas Commission on Environmental Quality,R6,152.5,-6,31.6172,Tue 11/10/2020 05:00 PM CST,-97.2278,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Waco KACT C5010,TX,Active
-13152150.708,4170739.2128,10317843,060290011,US,California Air Resources Board,R9,0,-8,35.05045,Tue 11/10/2020 03:00 PM PST,-118.14778,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,,Mojave - 923 Poole St.,CA,Active
-13248656.0236,4216365.9365,10317844,060290010,US,San Joaquin Valley Unified APCD,R9,0,-8,35.3853,Tue 11/10/2020 03:00 PM PST,-119.014702,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Bakersfield,Bakersfield - Golden State Highway,CA,Inactive
-13099304.8966,4248611.5673,10317845,060290015,US,California Air Resources Board,R9,0,-8,35.621113,Tue 11/10/2020 03:00 PM PST,-117.673058,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Ridgecrest - California Ave,CA,Inactive
-13253989.4517,4212449.9245,10317846,060290014,US,California Air Resources Board,R9,0,-8,35.356615,Tue 11/10/2020 03:00 PM PST,-119.062613,32,54,54,54,26,26,26,1,PPB,,,ND,-999,0,,13,54,54,54,1,UG/M3,54,54,54,Bakersfield,Bakersfield - California Ave,CA,Active
-9185672.8321,4374158.1826,10317847,471636001,US,Tennessee Air Pollution Control Div.,R4,404.4,-5,36.532616,Tue 11/10/2020 06:00 PM EST,-82.516303,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Eastman Ross N Robinson,TN,Active
-10619601.123,3377058.8921,10317848,480391003,US,Texas Commission on Environmental Quality,R6,3.1,-6,29.0111,Tue 11/10/2020 05:00 PM CST,-95.3975,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Clute C11,TX,Active
-10619044.5255,3442036.7143,10317849,480391004,US,Texas Commission on Environmental Quality,R6,0,-6,29.5203,Tue 11/10/2020 05:00 PM CST,-95.3925,30,27,27,27,27,27,27,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Houston-Galveston-Brazoria,Manvel Croix Park C84,TX,Active
-9185673.1661,4372551.7919,10317850,471636002,US,Tennessee Air Pollution Control Div.,R4,530.7,-5,36.52102,Tue 11/10/2020 06:00 PM EST,-82.516306,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Skyland Drive,TN,Active
-13576714.3403,4629342.6195,10317851,060953002,US,Yolo-Solano AQMD,R9,0,-8,38.3525,Tue 11/10/2020 03:00 PM PST,-121.9617,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Vacaville,Vacaville,CA,Active
15383016.7919,4382772.1911,10317852,020201510,,Japan Ministry of Environment,,0,9,36.594768,Wed 11/11/2020 08:00 AM JST,138.187991,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 020201510,AK,Active
11877793.5638,1207481.617,10317853,HC1010001,VM,U.S. Department of State Vietnam - Ho Chi Minh,DSVM,20.1,7,10.782773,Wed 11/11/2020 06:00 AM +07,106.700035,,58,58,58,,ND,-999,0,,,,ND,-999,0,,17,58,58,58,1,UG/M3,58,58,58,Ho Chi Minh City,Ho Chi Minh City,,Active
-13362134.8898,4432599.407,10317854,060392010,US,San Joaquin Valley Unified APCD,R9,0,-8,36.9533,Tue 11/10/2020 03:00 PM PST,-120.0341,,33,33,33,33,33,33,1,,,21.0,21,21,1,,,18,18,18,1,,21,21,21,Madera,Madera-City,CA,Active
15035981.0623,4249689.5027,10317855,026212010,,Japan Ministry of Environment,,0,9,35.628984,Wed 11/11/2020 08:00 AM JST,135.070516,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 026212010,,Active
-8966411.1725,4958692.7465,10317856,390290022,US,Ohio EPA-DAPC,R5,0,-5,40.635275,Tue 11/10/2020 06:00 PM EST,-80.546642,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,East Liverpool,OH,Inactive
14758021.7484,4063494.7248,10317857,034202010,,Japan Ministry of Environment,,0,9,34.257976,Wed 11/11/2020 08:00 AM JST,132.573565,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 034202010,,Active
-10622662.4089,3548657.5824,10317858,483390078,US,Texas Commission on Environmental Quality,R6,42.7,-6,30.3503,Tue 11/10/2020 05:00 PM CST,-95.425,34,27,27,27,27,27,27,1,PPB,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Houston-Galveston-Brazoria,Conroe Relocated C78,TX,Active
15386798.4263,4129013.4661,10317859,022423010,,Japan Ministry of Environment,,0,9,34.743022,Wed 11/11/2020 08:00 AM JST,138.221962,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 022423010,,Active
14753074.0424,4078130.8098,10317860,034304010,,Japan Ministry of Environment,,0,9,34.366574,Wed 11/11/2020 08:00 AM JST,132.529119,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 034304010,,Active
-8964881.4201,4959341.8758,10317861,390290020,US,Ohio EPA-DAPC,R5,0,-5,40.6397,Tue 11/10/2020 06:00 PM EST,-80.5329,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,E Liverpool - Met,OH,Inactive
15118539.4929,4162319.8086,10317862,026110010,,Japan Ministry of Environment,,0,9,34.98851,Wed 11/11/2020 08:00 AM JST,135.812151,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 026110010,,Active
-8457431.5213,5479039.5041,10317863,360450002,US,New York Dept. of Environmental Conservation,R2,0,-5,44.0878,Tue 11/10/2020 06:00 PM EST,-75.9744,,32,32,32,32,32,32,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Eastern Lake Ontario Region,Perch River,NY,Active
-9030628.8264,5002228.1444,10317864,391514005,US,Ohio EPA-DAPC,R5,0,-5,40.931398,Tue 11/10/2020 06:00 PM EST,-81.123519,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Canton/Massillon,Alliance,OH,Inactive
-12678061.2568,5648077.0628,10317865,160590005,US,Idaho Department of Environmental Quality,R10,0,-7,45.168434,Tue 11/10/2020 04:00 PM MST,-113.888962,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Salmon Met,ID,Inactive
15117983.118,4156471.708,10317866,026109030,,Japan Ministry of Environment,,0,9,34.945459,Wed 11/11/2020 08:00 AM JST,135.807153,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 026109030,,Active
-12678208.5325,5650204.6254,10317867,160590004,US,Idaho Department of Environmental Quality,R10,1200.2,-7,45.181907,Tue 11/10/2020 04:00 PM MST,-113.890285,,37,37,37,,ND,-999,0,,,,ND,-999,0,,9,37,37,37,1,UG/M3,37,37,37,Salmon,Salmon PM2.5,ID,Active
-9996378.9537,4029151.148,10317868,281619991,US,EPA Office of Atmospheric Programs,R3,133.9,-6,34.0026,Tue 11/10/2020 05:00 PM CST,-89.799,,14,14,14,14,14,14,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Coffeeville,MS,Active
-9949947.5941,4307889.0049,10317869,470450004,US,Tennessee Air Pollution Control Div.,R4,0,-6,36.0528,Tue 11/10/2020 05:00 PM CST,-89.3819,,8,8,8,,ND,-999,0,,,,ND,-999,0,,,8,8,8,1,,8,8,8,,DYERSBURG,TN,Active
14930026.6144,4073378.5226,10317870,037201090,,Japan Ministry of Environment,,0,9,34.331328,Wed 11/11/2020 08:00 AM JST,134.118711,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 037201090,,Active
-9135109.1817,4288586.39,10317871,371210004,US,North Carolina DEQ - Division of Air Quality,R4,0,-5,35.912487,Tue 11/10/2020 06:00 PM EST,-82.062082,,6,6,6,,ND,-999,0,,,,ND,-999,0,,1,6,6,6,1,UG/M3,6,6,6,Mitchell County|Avery County|Yancey County,Spruce Pine,NC,Active
15577747.7545,4383893.3868,10317872,009201108,,Japan Ministry of Environment,,0,9,36.602854,Wed 11/11/2020 08:00 AM JST,139.937289,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 009201108,,Active
15585638.6366,4213547.2504,10317873,012481070,,Japan Ministry of Environment,,0,9,35.364654,Wed 11/11/2020 08:00 AM JST,140.008174,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 012481070,,Active
-12373667.2374,3817823.1883,10317874,040190020,US,Arizona Department of Environmental Quality,R9,626.2,-7,32.414342,Tue 11/10/2020 04:00 PM MST,-111.154544,,2,2,2,,ND,-999,0,,0.0,2.0,2,2,1,UG/M3,,,ND,-999,0,,2,2,2,,Rillito,AZ,Active
15383387.4858,4390399.9178,10317875,020201520,,Japan Ministry of Environment,,0,9,36.649762,Wed 11/11/2020 08:00 AM JST,138.191321,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 020201520,AK,Active
15214814.5997,4382730.0411,10317876,017201320,,Japan Ministry of Environment,,0,9,36.594464,Wed 11/11/2020 08:00 AM JST,136.677005,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 017201320,,Active
-12327275.5076,3786488.2069,10317877,040190021,US,Pima County Department of Environmental Quality,R9,0,-7,32.1764,Tue 11/10/2020 04:00 PM MST,-110.7378,46,38,38,38,38,38,38,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Tucson,Saguaro Monument,AZ,Active
15575830.9442,4378810.5385,10317878,009201100,,Japan Ministry of Environment,,0,9,36.56619,Wed 11/11/2020 08:00 AM JST,139.92007,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 009201100,,Active
-7574059.3757,5892980.2281,10317879,230031008,US,Maine Dept. of Environmental Protection,R1,0,-5,46.69838,Tue 11/10/2020 06:00 PM EST,-68.038933,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Ashland,Presque Isle Regional Office,ME,Inactive
-8682241.233,4214167.8291,10317880,371910005,US,North Carolina DEQ - Division of Air Quality,R4,32.9,-5,35.3692,Tue 11/10/2020 06:00 PM EST,-77.9939,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,DILLARD,NC,Inactive
-9480212.7388,4177860.0437,10317881,470654003,US,Chattanooga-Hamilton County Air Pollution Control Bureau,R4,0,-5,35.1028,Tue 11/10/2020 06:00 PM EST,-85.1622,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Chattanooga,Eastside,TN,Active
-9494784.4602,4170786.8059,10317882,470654002,US,Chattanooga-Hamilton County Air Pollution Control Bureau,R4,0,-5,35.0508,Tue 11/10/2020 06:00 PM EST,-85.2931,,25,25,25,,ND,-999,0,,,,ND,-999,0,,5.4,25,25,25,1,UG/M3,25,25,25,Chattanooga,Riverside,TN,Active
-9391593.5186,4761671.9462,10317883,390610006,US,Ohio EPA-DAPC,R5,298.9,-5,39.2787,Tue 11/10/2020 06:00 PM EST,-84.36612,,22,22,22,,ND,-999,0,,,,ND,-999,0,,5.6,22,22,22,1,UG/M3,22,22,22,Cincinnati,Sycamore,OH,Active
15257985.6341,4184611.4386,10317884,023303020,,Japan Ministry of Environment,,0,9,35.152403,Wed 11/11/2020 08:00 AM JST,137.064817,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 023303020,,Active
15518759.111,4230468.7002,10317885,014216020,,Japan Ministry of Environment,,0,9,35.488519,Wed 11/11/2020 08:00 AM JST,139.407385,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 014216020,,Active
